sentence_id,token,tag
296,and,O
296,therapy,I-SKILL
296,sessions,O
296,for,O
296,geriatric,B-SKILL
296,patients,I-SKILL
296,with,O
296,care,O
296,.,O
297,Implemented,O
297,surgical,B-SKILL
297,protocols,I-SKILL
297,and,O
297,sterilization,I-SKILL
297,techniques,O
297,in,O
297,the,O
297,operating,B-SKILL
297,room,I-SKILL
297,.,O
298,Conducted,O
298,radiology,B-SKILL
298,procedures,I-SKILL
298,and,O
298,diagnostic,B-SKILL
298,imaging,I-SKILL
298,for,O
298,accurate,O
298,patient,B-SKILL
298,diagnosis,I-SKILL
298,.,O
299,Collaborated,O
299,with,O
299,public,B-SKILL
299,health,I-SKILL
299,programs,O
299,to,O
299,promote,O
299,community,O
299,wellness,O
299,and,O
299,education,O
299,.,O
300,Managed,O
300,obstetrics,B-SKILL
300,and,O
300,gynecology,B-SKILL
300,services,I-SKILL
300,for,O
300,pregnant,O
300,patients,I-SKILL
300,in,O
300,a,O
300,hospital,O
300,setting,O
300,.,O
301,Managed,O
301,to,O
301,optimize,O
301,portfolio,O
301,returns,O
301,through,O
301,quantitative,B-SKILL
301,analysis,I-SKILL
301,and,O
301,risk,I-SKILL
301,management,O
301,.,O
302,Utilized,O
302,Bloomberg,B-TOOLS
302,Terminal,I-TOOLS
302,for,O
302,real-time,O
302,market,O
302,data,O
302,analysis,O
302,in,O
302,equity,B-SKILL
302,trading,I-SKILL
302,.,O
303,Led,O
303,successful,O
303,financial,O
303,restructuring,O
303,initiatives,O
303,in,O
303,mergers,B-SKILL
303,and,O
303,acquisitions,I-SKILL
303,activities,O
303,.,O
304,Implemented,O
304,advanced,O
304,Excel,B-TOOLS
304,functions,I-TOOLS
304,to,O
304,streamline,O
304,financial,B-SKILL
304,modeling,I-SKILL
304,processes,O
304,for,O
304,corporate,O
304,clients,O
304,.,O
305,Conducted,O
305,extensive,O
305,credit,B-SKILL
305,risk,I-SKILL
305,assessment,O
305,for,O
305,new,O
305,market,O
305,ventures,O
305,using,O
305,Monte,B-TOOLS
305,Carlo,I-TOOLS
305,simulation,I-TOOLS
305,tools,O
305,.,O
306,Collaborated,O
306,with,O
306,compliance,B-SKILL
306,team,I-SKILL
306,to,O
306,ensure,O
306,adherence,O
306,to,O
306,regulatory,O
306,reporting,B-SKILL
306,requirements,I-SKILL
306,.,O
307,Developed,O
307,financial,B-SKILL
307,forecasts,I-SKILL
307,and,O
307,budgeting,I-SKILL
307,strategies,O
307,using,O
307,SAP,B-TOOLS
307,ERP,I-TOOLS
307,software,O
307,.,O
308,Performed,O
308,valuation,B-SKILL
308,modeling,I-SKILL
308,using,O
308,discounted,O
308,cash,O
308,flow,O
308,analysis,O
308,techniques,O
308,in,O
308,Excel,B-TOOLS
308,VBA,I-TOOLS
308,.,O
309,Analyzed,O
309,market,B-SKILL
309,trends,I-SKILL
309,and,O
309,trading,I-SKILL
309,strategies,O
309,using,O
309,Thomson,B-TOOLS
309,Reuters,I-TOOLS
309,Eikon,I-TOOLS
309,platform,O
309,.,O
310,Managed,O
310,risk,B-SKILL
310,exposures,I-SKILL
310,by,O
310,implementing,O
310,effective,O
310,hedging,B-SKILL
310,strategies,I-SKILL
310,with,O
310,derivatives,I-SKILL
310,instruments,O
310,.,O
311,Led,O
311,the,O
311,treasury,B-SKILL
311,operations,I-SKILL
311,team,I-SKILL
311,in,O
311,optimizing,O
311,cash,O
311,flow,O
311,management,O
311,for,O
311,global,O
311,investments,O
311,.,O
312,Used,O
312,FactSet,B-TOOLS
312,for,O
312,financial,B-SKILL
312,reporting,I-SKILL
312,and,O
312,analysis,O
312,of,O
312,market,B-SKILL
312,trends,I-SKILL
312,and,O
312,benchmarks,O
312,.,O
313,Implemented,O
313,regulatory,B-SKILL
313,compliance,I-SKILL
313,programs,O
313,to,O
313,ensure,O
313,adherence,O
313,to,O
313,anti-money,B-SKILL
313,laundering,I-SKILL
313,regulations,O
313,.,O
314,Executed,O
314,derivatives,B-SKILL
314,pricing,I-SKILL
314,strategies,I-SKILL
314,using,O
314,BlackRock,B-TOOLS
314,Aladdin,I-TOOLS
314,platform,O
314,for,O
314,risk,I-SKILL
314,management,O
314,.,O
315,Conducted,O
315,financial,B-SKILL
315,audits,I-SKILL
315,to,O
315,assess,O
315,compliance,O
315,with,O
315,IFRS,B-SKILL
315,standards,I-SKILL
315,in,O
315,financial,B-SKILL
315,reporting,I-SKILL
315,.,O
316,Collaborated,O
316,with,O
316,wealth,B-SKILL
316,management,I-SKILL
316,advisors,O
316,to,O
316,develop,O
316,comprehensive,O
316,estate,B-SKILL
316,planning,I-SKILL
316,strategies,O
316,.,O
317,Managed,O
317,treasury,B-SKILL
317,operations,I-SKILL
317,and,O
317,investment,B-SKILL
317,portfolios,I-SKILL
317,using,O
317,Charles,B-TOOLS
317,River,I-TOOLS
317,IMS,I-TOOLS
317,system,O
317,.,O
318,Optimized,O
318,financial,B-SKILL
318,statement,I-SKILL
318,analysis,I-SKILL
318,through,O
318,advanced,O
318,Excel,B-TOOLS
318,functions,I-TOOLS
318,and,O
318,macros,O
318,.,O
319,Utilized,O
319,Monte,B-TOOLS
319,Carlo,I-TOOLS
319,simulation,I-TOOLS
319,models,O
319,in,O
319,Excel,B-TOOLS
319,for,O
319,risk,B-SKILL
319,assessment,I-SKILL
319,and,O
319,decision,B-SKILL
319,making,I-SKILL
319,.,O
320,Analyzed,O
320,financial,B-SKILL
320,data,I-SKILL
320,using,O
320,Tableau,B-TOOLS
320,to,O
320,visualize,O
320,key,O
320,performance,O
320,indicators,O
320,for,O
320,management,O
320,reporting,O
320,.,O
321,Developed,O
321,financial,B-SKILL
321,forecasts,I-SKILL
321,and,O
321,budgeting,I-SKILL
321,strategies,O
321,using,O
321,Anaplan,B-TOOLS
321,software,O
321,for,O
321,corporate,O
321,finance,O
321,planning,O
321,.,O
322,Managed,O
322,regulatory,B-SKILL
322,reporting,I-SKILL
322,and,O
322,compliance,O
322,with,O
322,GAAP,B-SKILL
322,accounting,I-SKILL
322,standards,O
322,using,O
322,Oracle,B-TOOLS
322,Financials,I-TOOLS
322,.,O
323,Led,O
323,the,O
323,audit,B-SKILL
323,and,O
323,assurance,O
323,team,I-SKILL
323,to,O
323,ensure,O
323,compliance,O
323,with,O
323,regulatory,B-SKILL
323,requirements,I-SKILL
323,and,O
323,internal,O
323,controls,O
323,.,O
324,Utilized,O
324,Stata,B-TOOLS
324,for,O
324,time,B-SKILL
324,series,I-SKILL
324,analysis,I-SKILL
324,and,O
324,econometric,O
324,modeling,I-SKILL
324,in,O
324,financial,B-SKILL
324,research,I-SKILL
324,.,O
325,Implemented,O
325,risk,B-SKILL
325,management,I-SKILL
325,strategies,O
325,using,O
325,FIS,B-TOOLS
325,Global,I-TOOLS
325,software,O
325,for,O
325,operational,B-SKILL
325,risk,I-SKILL
325,assessment,O
325,.,O
326,Developed,O
326,financial,B-SKILL
326,models,I-SKILL
326,in,O
326,Excel,B-TOOLS
326,for,O
326,capital,B-SKILL
326,structure,I-SKILL
326,optimization,I-SKILL
326,and,O
326,scenario,O
326,analysis,O
326,.,O
327,Performed,O
327,credit,B-SKILL
327,risk,I-SKILL
327,assessment,O
327,and,O
327,modeling,I-SKILL
327,using,O
327,Moody,B-TOOLS
327,â€™s,I-TOOLS
327,Analytics,I-TOOLS
327,tools,O
327,for,O
327,loan,O
327,portfolios,O
327,.,O
328,Analyzed,O
328,market,B-SKILL
328,risk,I-SKILL
328,exposure,O
328,and,O
328,hedging,B-SKILL
328,strategies,I-SKILL
328,using,O
328,Value-at-Risk,B-TOOLS
328,Models,I-TOOLS
328,in,O
328,treasury,B-SKILL
328,management,I-SKILL
328,.,O
329,Optimized,O
329,financial,B-SKILL
329,reporting,I-SKILL
329,processes,O
329,using,O
329,Hyperion,B-TOOLS
329,Financial,I-TOOLS
329,Management,I-TOOLS
329,for,O
329,efficient,O
329,data,O
329,consolidation,O
329,.,O
330,Utilized,O
330,QlikView,B-TOOLS
330,for,O
330,interactive,O
330,visual,B-SKILL
330,dashboards,I-SKILL
330,and,O
330,reporting,I-SKILL
330,tools,O
330,for,O
330,financial,B-SKILL
330,analysis,I-SKILL
330,.,O
331,Managed,O
331,regulatory,B-SKILL
331,compliance,I-SKILL
331,and,O
331,reporting,I-SKILL
331,requirements,O
331,using,O
331,IBM,B-TOOLS
331,Cognos,I-TOOLS
331,Analytics,I-TOOLS
331,platform,O
331,.,O
332,Developed,O
332,financial,B-SKILL
332,forecasts,I-SKILL
332,and,O
332,budgeting,I-SKILL
332,strategies,O
332,using,O
332,Anaplan,B-TOOLS
332,software,O
332,for,O
332,corporate,O
332,finance,O
332,planning,O
332,.,O
333,Led,O
333,the,O
333,audit,B-SKILL
333,and,O
333,assurance,O
333,team,I-SKILL
333,to,O
333,ensure,O
333,compliance,O
333,with,O
333,regulatory,B-SKILL
333,requirements,I-SKILL
333,and,O
333,internal,O
333,controls,O
333,.,O
334,Utilized,O
334,Stata,B-TOOLS
334,for,O
334,time,B-SKILL
334,series,I-SKILL
334,analysis,I-SKILL
334,and,O
334,econometric,O
334,modeling,I-SKILL
334,in,O
334,financial,B-SKILL
334,research,I-SKILL
334,.,O
335,Implemented,O
335,risk,B-SKILL
335,management,I-SKILL
335,strategies,O
335,using,O
335,FIS,B-TOOLS
335,Global,I-TOOLS
335,software,O
335,for,O
335,operational,B-SKILL
335,risk,I-SKILL
335,assessment,O
335,.,O
336,Developed,O
336,financial,B-SKILL
336,models,I-SKILL
336,in,O
336,Excel,B-TOOLS
336,for,O
336,capital,B-SKILL
336,structure,I-SKILL
336,optimization,I-SKILL
336,and,O
336,scenario,O
336,analysis,O
336,.,O
337,Performed,O
337,credit,B-SKILL
337,risk,I-SKILL
337,assessment,O
337,and,O
337,modeling,I-SKILL
337,using,O
337,Moody,B-TOOLS
337,â€™s,I-TOOLS
337,Analytics,I-TOOLS
337,tools,O
337,for,O
337,loan,O
337,portfolios,O
337,.,O
338,Analyzed,O
338,market,B-SKILL
338,risk,I-SKILL
338,exposure,O
338,and,O
338,hedging,B-SKILL
338,strategies,I-SKILL
338,using,O
338,Value-at-Risk,B-TOOLS
338,Models,I-TOOLS
338,in,O
338,treasury,B-SKILL
338,management,I-SKILL
338,.,O
339,Optimized,O
339,financial,B-SKILL
339,reporting,I-SKILL
339,processes,O
339,using,O
339,Hyperion,B-TOOLS
339,Financial,I-TOOLS
339,Management,I-TOOLS
339,for,O
339,efficient,O
339,data,O
339,consolidation,O
339,.,O
340,Utilized,O
340,QlikView,B-TOOLS
340,for,O
340,interactive,O
340,visual,B-SKILL
340,dashboards,I-SKILL
340,and,O
340,reporting,I-SKILL
340,tools,O
340,for,O
340,financial,B-SKILL
340,analysis,I-SKILL
340,.,O
341,Managed,O
341,regulatory,B-SKILL
341,compliance,I-SKILL
341,and,O
341,reporting,I-SKILL
341,requirements,O
341,using,O
341,IBM,B-TOOLS
341,Cognos,I-TOOLS
341,Analytics,I-TOOLS
341,platform,O
341,.,O
342,Developed,O
342,financial,B-SKILL
342,forecasts,I-SKILL
342,and,O
342,budgeting,I-SKILL
342,strategies,O
342,using,O
342,Anaplan,B-TOOLS
342,software,O
342,for,O
342,corporate,O
342,finance,O
342,planning,O
342,.,O
343,Led,O
343,the,O
343,audit,B-SKILL
343,and,O
343,assurance,O
343,team,I-SKILL
343,to,O
343,ensure,O
343,compliance,O
343,with,O
343,regulatory,B-SKILL
343,requirements,I-SKILL
343,and,O
343,internal,O
343,controls,O
343,.,O
344,Utilized,O
344,Stata,B-TOOLS
344,for,O
344,time,B-SKILL
344,series,I-SKILL
344,analysis,I-SKILL
344,and,O
344,econometric,O
344,modeling,I-SKILL
344,in,O
344,financial,B-SKILL
344,research,I-SKILL
344,.,O
345,Implemented,O
345,risk,B-SKILL
345,management,I-SKILL
345,strategies,O
345,using,O
345,FIS,B-TOOLS
345,Global,I-TOOLS
345,software,O
345,for,O
345,operational,B-SKILL
345,risk,I-SKILL
345,assessment,O
345,.,O
346,Developed,O
346,financial,B-SKILL
346,models,I-SKILL
346,in,O
346,Excel,B-TOOLS
346,for,O
346,capital,B-SKILL
346,structure,I-SKILL
346,optimization,I-SKILL
346,and,O
346,scenario,O
346,analysis,O
346,.,O
347,Performed,O
347,credit,B-SKILL
347,risk,I-SKILL
347,assessment,O
347,and,O
347,modeling,I-SKILL
347,using,O
347,Moody,B-TOOLS
347,â€™s,I-TOOLS
347,Analytics,I-TOOLS
347,tools,O
347,for,O
347,loan,O
347,portfolios,O
347,.,O
348,Analyzed,O
348,market,B-SKILL
348,risk,I-SKILL
348,exposure,O
348,and,O
348,hedging,B-SKILL
348,strategies,I-SKILL
348,using,O
348,Value-at-Risk,B-TOOLS
348,Models,I-TOOLS
348,in,O
348,treasury,B-SKILL
348,management,I-SKILL
348,.,O
349,Optimized,O
349,financial,B-SKILL
349,reporting,I-SKILL
349,processes,O
349,using,O
349,Hyperion,B-TOOLS
349,Financial,I-TOOLS
349,Management,I-TOOLS
349,for,O
349,efficient,O
349,data,O
349,consolidation,O
349,.,O
350,Utilized,O
350,QlikView,B-TOOLS
350,for,O
350,interactive,O
350,visual,B-SKILL
350,dashboards,I-SKILL
350,and,O
350,reporting,I-SKILL
350,tools,O
350,for,O
350,financial,B-SKILL
350,analysis,I-SKILL
350,.,O
351,Experienced,O
351,in,O
351,Patient,O
351,Care,B-SKILL
351,and,O
351,Medical,O
351,Terminology,B-SKILL
351,with,O
351,over,O
351,4,B-EXP
351,years,I-EXP
351,of,O
351,experience,O
351,.,O
352,Proficient,O
352,in,O
352,Nursing,O
352,Procedures,B-SKILL
352,and,O
352,IV,O
352,Therapy,B-SKILL
352,with,O
352,3,B-EXP
352,years,I-EXP
352,in,O
352,hospital,O
352,settings,O
352,.,O
353,Skilled,O
353,in,O
353,Physical,O
353,Therapy,B-SKILL
353,and,O
353,Rehabilitation,O
353,Techniques,B-SKILL
353,with,O
353,6,B-EXP
353,years,I-EXP
353,helping,O
353,patients,O
353,recover,O
353,.,O
354,Knowledge,O
354,of,O
354,Obstetrics,O
354,and,O
354,Gynecology,B-SKILL
354,and,O
354,Women's,O
354,Health,B-SKILL
354,acquired,O
354,through,O
354,5,B-EXP
354,years,I-EXP
354,of,O
354,practice,O
354,.,O
355,Familiar,O
355,with,O
355,Radiology,O
355,Procedures,B-SKILL
355,and,O
355,Diagnostic,O
355,Imaging,B-SKILL
355,techniques,O
355,after,O
355,2,B-EXP
355,years,I-EXP
355,in,O
355,a,O
355,medical,O
355,facility,O
355,.,O
356,Experience,O
356,in,O
356,Mental,O
356,Health,O
356,Counseling,B-SKILL
356,and,O
356,Psychiatric,O
356,Nursing,B-SKILL
356,with,O
356,4,B-EXP
356,years,I-EXP
356,in,O
356,behavioral,O
356,health,O
356,centers,O
356,.,O
357,Proficiency,O
357,in,O
357,Electronic,O
357,Health,O
357,Records,B-SKILL
357,management,O
357,and,O
357,HIPAA,O
357,Compliance,B-SKILL
357,demonstrated,O
357,over,O
357,3,B-EXP
357,years,I-EXP
357,in,O
357,healthcare,O
357,administration,O
357,.,O
358,Competent,O
358,in,O
358,Surgical,O
358,Assistance,B-SKILL
358,and,O
358,Operating,O
358,Room,O
358,Protocols,B-SKILL
358,with,O
358,7,B-EXP
358,years,I-EXP
358,assisting,O
358,in,O
358,surgeries,O
358,.,O
359,Expertise,O
359,in,O
359,Healthcare,O
359,Policy,B-SKILL
359,development,O
359,and,O
359,Medical,O
359,Ethics,B-SKILL
359,with,O
359,5,B-EXP
359,years,I-EXP
359,in,O
359,policy,O
359,analysis,O
359,.,O
360,Proficient,O
360,in,O
360,Telemedicine,B-SKILL
360,platforms,O
360,and,O
360,Quality,O
360,Improvement,B-SKILL
360,methods,O
360,after,O
360,6,B-EXP
360,years,I-EXP
360,of,O
360,implementing,O
360,changes,O
360,.,O
361,Skilled,O
361,in,O
361,Blood,O
361,Collection,B-SKILL
361,and,O
361,Laboratory,O
361,Testing,B-SKILL
361,with,O
361,over,O
361,3,B-EXP
361,years,I-EXP
361,in,O
361,clinical,O
361,research,O
361,.,O
362,Experienced,O
362,in,O
362,Chronic,O
362,Disease,O
362,Management,B-SKILL
362,and,O
362,Diabetes,O
362,Care,B-SKILL
362,with,O
362,8,B-EXP
362,years,I-EXP
362,of,O
362,patient,O
362,treatment,O
362,.,O
363,Knowledgeable,O
363,in,O
363,Nutrition,O
363,Counseling,B-SKILL
363,and,O
363,Health,O
363,Education,B-SKILL
363,after,O
363,2,B-EXP
363,years,I-EXP
363,of,O
363,educating,O
363,patients,O
363,.,O
364,Proficient,O
364,in,O
364,Oncology,O
364,Nursing,B-SKILL
364,and,O
364,Pediatric,O
364,Care,B-SKILL
364,with,O
364,5,B-EXP
364,years,I-EXP
364,in,O
364,specialized,O
364,care,O
364,units,O
364,.,O
365,Familiar,O
365,with,O
365,Geriatric,O
365,Care,B-SKILL
365,and,O
365,Rehabilitation,O
365,Techniques,B-SKILL
365,after,O
365,4,B-EXP
365,years,I-EXP
365,in,O
365,long-term,O
365,care,O
365,facilities,O
365,.,O
366,Experience,O
366,in,O
366,Healthcare,O
366,Data,O
366,Analysis,B-SKILL
366,and,O
366,Biostatistics,B-SKILL
366,with,O
366,4,B-EXP
366,years,I-EXP
366,of,O
366,research,O
366,data,O
366,analysis,O
366,.,O
367,Skilled,O
367,in,O
367,Infection,O
367,Control,B-SKILL
367,and,O
367,Epidemiology,B-SKILL
367,after,O
367,6,B-EXP
367,years,I-EXP
367,tracking,O
367,infectious,O
367,diseases,O
367,.,O
368,Proficient,O
368,in,O
368,Telemedicine,B-SKILL
368,platforms,O
368,and,O
368,Health,O
368,Informatics,B-SKILL
368,with,O
368,3,B-EXP
368,years,I-EXP
368,in,O
368,digital,O
368,health,O
368,solutions,O
368,.,O
369,Knowledgeable,O
369,in,O
369,Nursing,O
369,Procedures,B-SKILL
369,and,O
369,Patient,O
369,Safety,B-SKILL
369,with,O
369,5,B-EXP
369,years,I-EXP
369,in,O
369,clinical,O
369,settings,O
369,.,O
370,Experienced,O
370,in,O
370,Emergency,O
370,Response,B-SKILL
370,and,O
370,CPR,O
370,and,O
370,First,O
370,Aid,B-SKILL
370,with,O
370,over,O
370,7,B-EXP
370,years,I-EXP
370,in,O
370,emergency,O
370,care,O
370,.,O
371,Proficient,O
371,in,O
371,Surgical,O
371,Assistance,B-SKILL
371,and,O
371,Operating,O
371,Room,O
371,Protocols,B-SKILL
371,with,O
371,6,B-EXP
371,years,I-EXP
371,in,O
371,surgical,O
371,settings,O
371,.,O
372,Skilled,O
372,in,O
372,Medical,O
372,Terminology,B-SKILL
372,and,O
372,Anatomy,O
372,and,O
372,Physiology,B-SKILL
372,with,O
372,4,B-EXP
372,years,I-EXP
372,in,O
372,medical,O
372,education,O
372,.,O
373,Competent,O
373,in,O
373,Pharmacy,O
373,Management,O
373,Systems,B-SKILL
373,and,O
373,Medication,O
373,Administration,B-SKILL
373,with,O
373,3,B-EXP
373,years,I-EXP
373,in,O
373,pharmaceutical,O
373,settings,O
373,.,O
374,Expertise,O
374,in,O
374,Health,O
374,Education,B-SKILL
374,and,O
374,Public,O
374,Health,O
374,Promotion,B-SKILL
374,after,O
374,5,B-EXP
374,years,I-EXP
374,in,O
374,community,O
374,health,O
374,programs,O
374,.,O
375,Knowledgeable,O
375,in,O
375,Laboratory,O
375,Testing,B-SKILL
375,and,O
375,Pathology,O
375,Basics,B-SKILL
375,with,O
375,8,B-EXP
375,years,I-EXP
375,in,O
375,diagnostic,O
375,labs,O
375,.,O
376,Proficient,O
376,in,O
376,Mental,O
376,Health,O
376,Counseling,B-SKILL
376,and,O
376,Psychiatry,B-SKILL
376,with,O
376,6,B-EXP
376,years,I-EXP
376,in,O
376,mental,O
376,health,O
376,clinics,O
376,.,O
377,Experienced,O
377,in,O
377,Rehabilitation,O
377,Techniques,B-SKILL
377,and,O
377,Physical,O
377,Therapy,B-SKILL
377,with,O
377,4,B-EXP
377,years,I-EXP
377,in,O
377,sports,O
377,rehabilitation,O
377,centers,O
377,.,O
378,Skilled,O
378,in,O
378,Obstetrics,O
378,and,O
378,Gynecology,B-SKILL
378,and,O
378,Women's,O
378,Health,B-SKILL
378,after,O
378,3,B-EXP
378,years,I-EXP
378,in,O
378,maternal,O
378,care,O
378,units,O
378,.,O
379,Proficient,O
379,in,O
379,Wound,O
379,Care,B-SKILL
379,and,O
379,Infection,O
379,Control,B-SKILL
379,with,O
379,7,B-EXP
379,years,I-EXP
379,in,O
379,wound,O
379,management,O
379,.,O
380,Knowledgeable,O
380,in,O
380,Pharmacology,B-SKILL
380,and,O
380,Medication,O
380,Administration,B-SKILL
380,practices,O
380,with,O
380,over,O
380,5,B-EXP
380,years,I-EXP
380,of,O
380,experience,O
380,.,O
381,Competent,O
381,in,O
381,Geriatric,O
381,Care,B-SKILL
381,and,O
381,Chronic,O
381,Disease,O
381,Management,B-SKILL
381,with,O
381,6,B-EXP
381,years,I-EXP
381,in,O
381,elderly,O
381,patient,O
381,care,O
381,.,O
382,Expertise,O
382,in,O
382,Pediatric,O
382,Care,B-SKILL
382,and,O
382,Child,O
382,Development,B-SKILL
382,after,O
382,4,B-EXP
382,years,I-EXP
382,in,O
382,pediatric,O
382,clinics,O
382,.,O
383,Proficient,O
383,in,O
383,Nutrition,O
383,Counseling,B-SKILL
383,and,O
383,Dietary,O
383,Management,B-SKILL
383,with,O
383,3,B-EXP
383,years,I-EXP
383,in,O
383,nutrition,O
383,planning,O
383,.,O
384,Experienced,O
384,in,O
384,Healthcare,O
384,Management,B-SKILL
384,and,O
384,Healthcare,O
384,Policy,B-SKILL
384,with,O
384,8,B-EXP
384,years,I-EXP
384,in,O
384,strategic,O
384,planning,O
384,.,O
385,Skilled,O
385,in,O
385,Surgical,O
385,Assistance,B-SKILL
385,and,O
385,Operating,O
385,Room,O
385,Protocols,B-SKILL
385,after,O
385,6,B-EXP
385,years,I-EXP
385,in,O
385,surgical,O
385,units,O
385,.,O
386,Knowledgeable,O
386,in,O
386,Electronic,O
386,Health,O
386,Records,B-SKILL
386,and,O
386,Healthcare,O
386,Data,O
386,Analysis,B-SKILL
386,with,O
386,5,B-EXP
386,years,I-EXP
386,in,O
386,digital,O
386,health,O
386,systems,O
386,.,O
387,Proficient,O
387,in,O
387,Telemedicine,B-SKILL
387,platforms,O
387,and,O
387,Telehealth,O
387,Services,B-SKILL
387,after,O
387,2,B-EXP
387,years,I-EXP
387,in,O
387,remote,O
387,patient,O
387,care,O
387,.,O
388,Competent,O
388,in,O
388,Quality,O
388,Improvement,B-SKILL
388,and,O
388,Healthcare,O
388,CRM,B-SKILL
388,with,O
388,3,B-EXP
388,years,I-EXP
388,in,O
388,process,O
388,enhancement,O
388,.,O
389,Expertise,O
389,in,O
389,Radiology,O
389,Procedures,B-SKILL
389,and,O
389,Diagnostic,O
389,Imaging,B-SKILL
389,techniques,O
389,with,O
389,6,B-EXP
389,years,I-EXP
389,in,O
389,imaging,O
389,centers,O
389,.,O
390,Proficient,O
390,in,O
390,Blood,O
390,Collection,B-SKILL
390,and,O
390,Lab,O
390,Information,O
390,Systems,B-SKILL
390,after,O
390,4,B-EXP
390,years,I-EXP
390,in,O
390,clinical,O
390,laboratories,O
390,.,O
391,Experienced,O
391,in,O
391,Nursing,O
391,Procedures,B-SKILL
391,and,O
391,Patient,O
391,Safety,B-SKILL
391,with,O
391,5,B-EXP
391,years,I-EXP
391,in,O
391,healthcare,O
391,facilities,O
391,.,O
392,Skilled,O
392,in,O
392,Emergency,O
392,Response,B-SKILL
392,and,O
392,CPR,O
392,and,O
392,First,O
392,Aid,B-SKILL
392,after,O
392,3,B-EXP
392,years,I-EXP
392,in,O
392,emergency,O
392,care,O
392,settings,O
392,.,O
393,Knowledgeable,O
393,in,O
393,Surgical,O
393,Assistance,B-SKILL
393,and,O
393,Operating,O
393,Room,O
393,Protocols,B-SKILL
393,with,O
393,6,B-EXP
393,years,I-EXP
393,in,O
393,surgical,O
393,environments,O
393,.,O
394,Competent,O
394,in,O
394,Patient,O
394,Care,B-SKILL
394,and,O
394,Chronic,O
394,Disease,O
394,Management,B-SKILL
394,with,O
394,7,B-EXP
394,years,I-EXP
394,in,O
394,patient,O
394,treatment,O
394,.,O
395,Expertise,O
395,in,O
395,Health,O
395,Education,B-SKILL
395,and,O
395,Public,O
395,Health,O
395,Promotion,B-SKILL
395,after,O
395,5,B-EXP
395,years,I-EXP
395,in,O
395,community,O
395,health,O
395,initiatives,O
395,.,O
396,Proficient,O
396,in,O
396,Mental,O
396,Health,O
396,Counseling,B-SKILL
396,and,O
396,Psychiatry,B-SKILL
396,with,O
396,4,B-EXP
396,years,I-EXP
396,in,O
396,mental,O
396,health,O
396,clinics,O
396,.,O
397,Experienced,O
397,in,O
397,Rehabilitation,O
397,Techniques,B-SKILL
397,and,O
397,Physical,O
397,Therapy,B-SKILL
397,with,O
397,3,B-EXP
397,years,I-EXP
397,in,O
397,rehabilitation,O
397,centers,O
397,.,O
398,Skilled,O
398,in,O
398,Obstetrics,O
398,and,O
398,Gynecology,B-SKILL
398,and,O
398,Women's,O
398,Health,B-SKILL
398,after,O
398,2,B-EXP
398,years,I-EXP
398,in,O
398,maternal,O
398,care,O
398,facilities,O
398,.,O
399,Proficient,O
399,in,O
399,Wound,O
399,Care,B-SKILL
399,and,O
399,Infection,O
399,Control,B-SKILL
399,with,O
399,6,B-EXP
399,years,I-EXP
399,in,O
399,wound,O
399,management,O
399,.,O
400,Knowledgeable,O
400,in,O
400,Pharmacology,B-SKILL
400,and,O
400,Medication,O
400,Administration,B-SKILL
400,practices,O
400,with,O
400,over,O
400,5,B-EXP
400,years,I-EXP
400,of,O
400,experience,O
400,.,O
401,Proficient,O
401,in,O
401,Java,B-SKILL
401,Development,I-SKILL
401,with,O
401,5+,B-EXP
401,years,I-EXP
401,of,O
401,experience,O
401,.,O
402,Hands-on,O
402,experience,O
402,with,O
402,Cloud,B-SKILL
402,Computing,I-SKILL
402,platforms,O
402,such,O
402,as,O
402,AWS,B-SKILL
402,and,O
402,Google,B-SKILL
402,Cloud,B-SKILL
402,Platform,I-SKILL
402,.,O
403,Extensive,O
403,knowledge,O
403,of,O
403,Data,B-SKILL
403,Structures,I-SKILL
403,and,O
403,Algorithms,I-SKILL
403,for,O
403,efficient,O
403,software,O
403,development,O
403,.,O
404,Skilled,O
404,in,O
404,using,O
404,Docker,B-SKILL
404,and,O
404,Kubernetes,B-SKILL
404,for,O
404,containerized,O
404,application,O
404,deployment,O
404,.,O
405,Strong,O
405,expertise,O
405,in,O
405,Machine,B-SKILL
405,Learning,I-SKILL
405,and,O
405,Deep,B-SKILL
405,Learning,I-SKILL
405,techniques,O
405,for,O
405,predictive,O
405,modeling,O
405,.,O
406,Proficiency,O
406,in,O
406,React.js,B-SKILL
406,for,O
406,building,O
406,interactive,O
406,user,O
406,interfaces,O
406,on,O
406,web,O
406,applications,O
406,.,O
407,Experience,O
407,with,O
407,Git,B-SKILL
407,version,O
407,control,O
407,for,O
407,managing,O
407,code,O
407,repositories,O
407,effectively,O
407,.,O
408,Familiar,O
408,with,O
408,Agile,B-SKILL
408,Methodology,I-SKILL
408,and,O
408,Scrum,B-SKILL
408,Framework,I-SKILL
408,for,O
408,efficient,O
408,project,O
408,management,O
408,.,O
409,Knowledgeable,O
409,in,O
409,Network,B-SKILL
409,Security,I-SKILL
409,and,O
409,Cybersecurity,I-SKILL
409,best,O
409,practices,O
409,for,O
409,safeguarding,O
409,data,O
409,.,O
410,Proficient,O
410,in,O
410,SQL,B-SKILL
410,Database,I-SKILL
410,Management,I-SKILL
410,and,O
410,NoSQL,B-SKILL
410,Databases,I-SKILL
410,for,O
410,data,O
410,storage,O
410,solutions,O
410,.,O
411,Experience,O
